,overall,reviewText
700,1.0,"That's it, I've had it. I've seen so many of these anime shows where either they ran out of budget, tried to cram a complete series of manga's into half the episodes, or just really lazy ""wrap it up"" story telling. I just want to make a note to all the animators out there. If you can't make a complete well thought out anime DON'T EVEN BOTHER! It's a waste of my time.

If you can't tell Tokko happens to be one such Animie. ""The Complete Series""? ""COMPLETE!?!"" this is the laziest animation I've ever seen. For 7 episodes nothing really happens matter of fact I was plain out bored. Then finally the last 6 become interesting and it just ends abruptly in the middle of a climatic battle. Don't get me wrong, this is far from ""BERSERK"". Although I hated that ending we at least got fulfilling episodes. The ending really just a way to push you into the manga where the story continued.

However Tokko, jeez! What's the point of this series? It's too short, the first episodes are too long and drawn out,and when it gets to the point when it starts to become interesting it just ends. Normally this is the type of anime that needs 24 or 48(2 seasons)episodes to fully play the story out. At best this is forgettable and trust me it will be forgotten there's nothing about it that really stands out aside from the girl who doesn't wear a bra and the ending that ticked me off.  People watch anime for the entertainment value and especially the story. What's the point of watching something that just ends right in the middle?

Imagine watching Starwars and as soon as Luke meets Darth Vader for the final battle they cut to a shot of the Deathstar exploding and roll the credits. That's this freaking anime! Why even bother making this? There's no point! Nothing happens to hold your interest and I could careless if there's a manga available for this. The story wasn't good enough for anyone to consider wasting their time to find a manga and try to read it just to figure out if Tokko is decent or not.

1 Deathstar for this crap! I'm putting my foot down. Good concept terrible execution. This anime should never have been made. Completely pointless!"
701,4.0,"okay, i know why it's part two, but it's a whole nother movie. strong film, and i think it's up there with the first one. i thought it was going to bite big time because you know sequals usually do, but this one sure did not. from the opening scene, through the heartache, to the supernatural, all the way to the end. it opened with a bang, and goes out with a bang. really a very good show no doubt. here's how it goes, a man who has a near death experience, due to a tragedy, returns with a whole new outlook. and that's not all. he comes back with a gift, or a curse, depends on how you look at it. he is able to tell when someone is going to die. will he be a hero, and save the day or let destiny run it's course. aside from freaking out because of all this and trying to deal with it, he tries to do the right thing, or so he thinks. along he finds someone who he forms this bond with, but what cruel fate is. he never saw it coming. he didn't ask for this, but as the movie rolls on he realizes what it all means, what he must do, what he shouldn't have done. where there is the living, there is the dead, and where there is good there is always evil. it's a bit of a roller coaster ride, and will take you down that road of do you believe or do you not. sometimes it's better to leave fate alone. the actors were great, the ghosts were a very nice and creepy, and the whole deal was time well spent. it had it's BOO moments that i so love. abe, played by nathan fillion, is an excellent actor. great performance and nice emotion. as for the leading lady sherry, played by katee sackhoff, was pretty good. she was the other half of this film. these actors had great chemistry which helped the film as well. two thumbs up."
702,4.0,1980's insider trading freaking cool
703,2.0,"I went into this movie knowing its insane backstory -- how director Richard Kelly (the man behind ""Donnie Darko"") was given ""carte blanche"" during the production, how he plotted a multimedia franchise that included a website and graphic novel prequels, how the film was panned at the Cannes Film Festival, and how it eventually sank into obscurity, taking Kelly's directorial career with it.  I had heard how it was supposed to be a barbed political and social satire, an allegory of the Book of Revelations, and a bold love letter to Philip K. Dick.  And I also heard how many people, from Internet critics to the very actors who starred in this thing, couldn't even begin to tell you what it was about.  And yet all this information just whetted my curiosity -- I had to know for myself whether it was as bad and insane as they said.

I can't say that I enjoyed this film, nor will I watch it again.  And the critics were right -- it's pretty bad and confusing.  And yet it'll stay with me for a long time, and will probably garner a cult following among people who enjoy weird cinema.

""Southland Tales"" takes place after a nuclear attack on Texas (who perpetrated said attack is never explained).  In the wake of the attack, the government declares martial law and turns the United States into a totalitarian state, while a wealthy scientist (Wallace Shawn) sets out to make a fortune from an ocean-generated power source he calls Fluid Karma in the hopes of usurping the oil industry.  The government is struggling to maintain an iron grip on the country and on the Internet, while a group of rebels calling themselves the Neo-Marxists fight to overthrow said government.  In the meantime, Fluid Karma is somehow ripping holes in the fabric of time and space, a fact the scientist is trying to both exploit and cover up.  And while all THIS is going on, an amnesiac actor (Dwayne Johnson) with ties to a powerful senator is teaming up with a porn star (Sara Michelle Geller) to write a screenplay that he hopes will change the world... if it doesn't destroy itself first.  Add Justin Timberlake as a brooding, Bible-quoting military sniper, Sean William Scott as twin brothers tentatively allied with the Neo-Marxists, Christopher Lambert as a crazy arms dealer peddling his wares from an ice cream truck, and a slew of ""Saturday Night Live"" alumni peppering the cast, and you have insanity on your hands.

Yeah, it's hard to describe this movie, because there's just SO freaking much going on.  It's difficult to know who's working with who, something not helped by the fact that alliances keep changing and betrayals keep popping up.  The director seems to think that packing everything he can possibly think of into one film is the best way to go, but all that does is make the movie a tangled and convoluted mess.  (The fact that the movie is only the second half of the story doesn't help -- Kelly expects people to read the graphic-novel prequels before watching the film, though said graphic novels were out of print by the time the film hit theaters.)  And the movie is NOT shy about throwing all kinds of symbolism and political commentary at the screen, mostly bashing Republicans and the Bush administration, and you get the feeling that the whole movie is trying to say something but thinks it's being smart by relying on allegory and metaphor to do it.  Sometimes this can work... but here it just makes an already confusing movie nearly impenetrable.

I do give the actors in this movie credit for trying, though many of them look rather bewildered as they play, as if they're not quite sure what's going on themselves.  Dwayne Johnson and Sean William Scott look particularly confused throughout the film, though it's hard to tell how much of this is their characters and how much is them going ""what on Earth did I sign up for?""  Some actors, like Sara Michelle Geller, seem to be phoning in their performances, while others, like Kevin Smith, Wallace Shawn and most of the SNL players, decide to have fun with their roles and ham it up as much as possible.  The actors who nail their roles the best would have to be Justin Timberlake and John Lovitz (the latter playing a cold-blooded murderous cop).  Both bring a sinister-ness and unexpected level of depth to their roles, and are surprisingly good actors for being a boy-band star and a snarky comedian respectively.  I wouldn't mind seeing either of these two in more dramatic roles in the future.

I see three major flaws with this movie aside from the confusing, convoluted plot.  The first is that the film is unable to stand on its own -- yes, the graphic novel prequels and the websites might give more information, but I shouldn't have to read a comic book to ""get"" a movie.  For a comparison, the movie ""Pacific Rim"" has a lot of information not included in the movie that adds to the experience, including graphic-novel prequels, but these aren't required reading to understand what's going on onscreen.  They're extras that people can enjoy once they're done with the film.  When a movie's incomprehensible without extra material outside the film, it's a failure in my eyes.

The second flaw is the director's ""throw everything at the screen and see what sticks"" approach to filmmaking.  I haven't seen ""Donnie Darko,"" so I don't know if that's his usual style, but here I get the feeling that Kelly couldn't bear to cut any ideas out of his screenplay and so just jammed everything he could into a single film.  Political satire, social satire, dystopian sci-fi, Biblical allegory, pop-culture parodies, apocalyptic thriller... this film tries way too much for even its generous two-and-a-half-hour runtime, and as such no single aspect gets the attention it deserves.  The entire film feels like several films cut apart and haphazardly stuck together, and that makes for a frustrating viewing experience.

The last flaw is the egocentric smugness that practically drips from every second of this film.  Despite the incomprehensibility of this film, it's very clear that Kelly had something to say, something he considered important enough to rub into the viewer's face at every opportunity.  And yet he didn't want to come right out and say it, but cloak it in metaphor and symbolism so he could crow ""you all just don't GET my genius!"" when questioned about it.  Maybe I'm alone in feeling this way, but I couldn't help but sense the director's arrogance as I watched, a nagging feeling that the director felt that if I couldn't understand his message, I just wasn't smart enough to appreciate his work.

Still... for all the confusion, madness, and director's ego that stank up this film, I know I'm not going to forget it anytime soon.  There's a weird sort of fascination that accompanies this movie, the sense that I'll never watch anything quite like this again.  It's a bizarre mishmash of sci-fi, satire, Biblical allegory, and passion project that throws weird scene after weird scene at the screen, and while these weird scenes rarely work, they do stick in one's mind, for better (Justin Timberlake's out-of-nowhere but memorable ""All These Things I've Done"" music video smack in the middle of the action) or for worse (the car commercial... just don't ask...).

It's hard to know who to recommend this film to, because I think most people would find it difficult to enjoy.  I'd say if you're a fan of bad or weird cinema, and you don't mind watching a movie and having no idea what's going on, give it a shot.  If nothing else, enjoy it for the madness of what's playing out onscreen, and the absurdity of seeing actors in roles that are completely against type.  Myself, I probably won't watch it again, and I can't say I really enjoyed it, but I'm certainly going to be thinking about it for a long time.  So I guess, in that respect, Kelly succeeded in making a memorable film, even if it's memorable for the wrong reasons."
704,3.0,"On a scale of one to five, I only give ""Harry Potter and the Half-Blood Prince"" three stars...and that's being incredbly generous.

I really, really, REALLY wanted to like this film, and there are moments of the movie that are absolutely fantastic. The problem is that all those scenes start off great, and then fizzle out into nothing spectacular. This film also cuts and changes a lot of info from the book, and changes certain things from the novel that had no business being changed. I just don't understand it.

Without giving too much away, here are some of the things that irked me about this movie (if you haven't read the book, though, beware that there are spoilers ahead):

 - The first 20 minutes or so of the film are AWFUL. They are nothing like the opening chapters of the book, which is a huge disappointment. Dumbledore especially bothers me at the beginning of the movie. His dialogue is ridiculous, and the significance of his withered hand are glossed over in an offhand remark to Harry. (Also, that hand looks nothing like it should. In the movie, Dumbledore's hand looks like its owner has merely been outside gardening for a couple of hours. In the book, the hand is supposed to be a black, charred, disgusting mess. Why cut corners on the big screen?)

- Also in regards to the first few minutes of the book, I was disappointed that the Snape/Narcissa/Bellatrix scene was pushed back until later in the film, and was exceptionally brief. It could have been much better.

- Too much of the movie was devoted to silly romance. Don't get me wrong: The Ron/Hermione/Lavender triangle was a big part of Book Six, and the actress playing Lavender in the film was absolutely hysterical. However, too much time was devoted to teenage romance instead of other important plot elements that were completely cut out  of the film altogether.

- Speaking of silly romance, the Harry/Ginny relationship was really shafted in the movie. It started off well, but never really climaxed at all. At the end of the book, Harry and Ginny are officially an item, and there's a very poignant moment where Harry tells Ginny why they can't be together because he'll inadvertently put her in danger and because he needs to fulfill his destiny, etc. That scene was completely omitted from the movie, and in the film, you really don't know if Harry and Ginny are really together or not. It's ridiculous!

- Fenrir Greyback's character in the movie was a MASSIVE disappointment. He appeared in the film, but no one even really knew that he was a werewolf, because the whole scene where he attacks Bill Weasley was omitted from the film! Why include the character at all if they were going to cut that scene? It makes absolutely no sense!

- Too much time was devoted to Draco Malfoy practicing for his ""grand event."" Tom Felton did a great job portraying Draco in this film, but seriously, did the filmmakers really need to include four or five separate scenes of Draco practicing using the vanishing cabinet? I don't think so.

- For me, the last 25 minutes or so of the film were the biggest disappointment of all. The worst part about it is that certain aspects of these scenes were amazing: the visual setting when Dumbledore and Harry arrive at the mouth of the cave, the dialogue between Snape and Dumbledore at the tower, etc. Unfortunately, though, the scenes that started off great ended up sucking. For example, the ""evil souls"" living in the lake were total rip-offs of Gollum from ""The Lord of the Rings,"" and didn't look anything like I imagined that they should. Also, I hated the death scene at the end, which was poorly done and happened way too quickly. The Snape/Harry confrontation at the end of the film also seemed incredibly lackluster. I really wanted Harry to scream at Snape and go nuts on him, but instead Daniel Radcliffe just kind of muttered, ""Coward,"" and that was it.

- The ending of the film was TERRIBLE! After the death, only about 30 people were gathered around the body, and no one was freaking out the way they do in the book. HELLO! One of the most important characters in the series is dead! Doesn't anyone care? All they do is hold their wands up in the air for a few seconds in some sort of pathetic salute. It's awful! It was so subdued. And where was the funeral?! In the book, people travel from all over the world to attend the service, and the coffin goes up in white flames, which would have been a great way to end the movie. Instead, the audience was left with a boring shot of the back of Harry, Ron, and Hermione's heads. It was awful!

I really expected more from this film. Again, I will concede that there were some decent moments, but I think the script and the overall direction were severely lacking. I really hope they don't screw up the final two films in the series. Warner Brothers Execs, if you are reading this, I hereby volunteer to adapt the screenplay for ""Harry Potter and the Deathly Hallows,"" and to direct both movies for free just to make sure they are done right!"
705,5.0,"This movie is just down right terrible. It's boring and the plot doesn't make one bit of sense. It's just a long drug out piece of crap. ...BUT...Amber Tamblyn looks so freaking hot in this movie,and she is the only reason why I loved it. If you think Amber is as sexy,as I think she is,then you GOTTA see this movie! She'll blow you away!"
706,5.0,"Romance & Cigarettes (2005) James Gandolfini, Susan Sarandon, Kate Winslet, Steve Buscemi
Rated R.
Finally a romantic comedy musical for real He men! And it's about freaking time!
Offbeat and tweaked, and totally bent. Dripping with cigarette smoke, beer fumes and guy sweat.
And the lusty lure of women in red.
For manly men only. No girls allowed.
Prudes beware.
Plenty of classic songs punctuate the procedings throughout.
Buscemi is positively hilarious.
Somebody, anybody, please, oh please,  pinch me. And pinch me hard.
Bizarre choreography abounds, along with the twisted humor.
Very much a one of a kind Indie film. Oddball characters spring out of nowhere.
Kate Winslet is just as gloriously sexy as she could possibly be. I vote her the sexiest redhead alive. She is literally mouth watering in her bad girl role.
Through it all the movie does have its serious side, too, as a husband and his wife and their daughters all go through marital and family issues.
Probably the most unusual musical comedy/drama you will ever see. Ridiculously outrageous and outrageously ridiculous.
'Nuff said."
707,3.0,This movie starts out very interesting and exciting with full of actions then it got so freaking confusing as hell to end up being silly. Yeah right...
708,3.0,"This film follows a mentally handicapped young man who is living with his father and invalid mother.  The film sets up early on that James has a severe mental illness that renders him unable to care for himself.  His mother Nancy is confined to her bed, while father Donald has his hands full caring for both.  But when Donald is called away on business, James gets angry that he isn't left in charge.  He wants to prove to his parents that he is the man of the house - so he locks the hired nurse out of the house and begins to try and take care of his mother.  Things quickly spiral out of control as James stops taking his medicine and ""forces"" his care onto his distraught mother.

The setup for the film is quite nice.  Rumley creates a soft-spot for the audience in James and his father.  Early scenes show James freaking out and his father lovingly taking care of him.  Later, as James begins to put his mother's life in danger, we do not feel so much angry with James, but rather we feel sorry for him.  This film is less about the danger faced by Nancy, and more about the sadness of James' strong desire yet incapicity to care for his mom.

Unfortunately, the main story ""ends"" about midway through the film, and the final act begins to fall apart.  James' psychosis begins to go into overdrive, and he has one of the strangest hallucinations I've seen in film.  Later, his father goes similarly nuts, and it begins to become difficult to follow the storyline.  By the end, it was difficult to tell who had done what to whom, and how much of what we saw really took place, and when.  This muddled final act undoes all the good the first half had set up.

Performances are good across the board, with Leo Bill having the most difficult job of the three bringing James' psychosis to life.  The character he creates is nearly laughable in the early portions of the film (think an amalgamation of the characters Rick and Vyvyan from the UK TV series, THE YOUNG ONES).  As the film progresses, the odd mannerisms become equally frightening and heartbreaking.

If Rumley had stretched out the middle portion of the film a bit longer, and had a more comprehensible ending, I might have recommended the film - as it is, it is largely a disappointment.  I give it three stars for good acting and an interesting opening portion.

Take Note: while there is only a sparse amount of gore and no sex or language, the film has some disturbing thematic moments between the mother and son as he tries to care for her."
709,4.0,"""Old fashioned"" may be a relative term regarding horror movies, of whom I count myself a fan. But it gets harder and harder to find something I can really watch; unlike a lotta newbies to the genre, I really don't want to find the most bloody and realistic depiction of chainsaw massacres.

I like horror movies that surprise, that are clever, that are pure escapism. The worst and most horrific blood and gore isn't my idea of a horror movie. That's just stupid, or maybe I should say adolescent (which is why it's adolescent boys who constantly yammer for more and more.)

Hatchet is made for folks like me: people who remember when going to a horror movie was FUN, and not just an exercise in blood and gore.

Don't get me wrong, though. There's plenty of blood and gore in Hatchet, but it's the fake kind, and yeah, that's on purpose. The liner notes (so to speak) say this movie was created as a paen to 80s-type horror movies, and that is definitely true.

But Adam Green, the writer and director, wanted to make a movie that would be an updated version of 80s-style slashfests. He succeeded admirably.

The movie is just fun. One of the rules of these type of movies is that anyone who has sex is gonna GET it. And yeah, they do. There are two slutty chicks, one a Valley girl, and the other a faux NYU acting school graduate with pretensions of ""art"" who are making a ""Girls Gone Wild"" soft porn movie with a sleazy director. There is the boring older couple, constantly invoking the name of Jayzus; the requisite black guy with great expressions; a Chinese or Korean or Filipino guy (our token Asian) who also pretends to be a Cajun tour guide; and the hero, the resident geek.

The heroine is a plucky southern chick, combing the swamp for her white trash daddy and brother (parts filled respectively with 80s horror icon Robert Englund, otherwise known as Freddie from Nightmare on Elm Street and Joshua Leonard, the guy whose teeth turned up in a bag of rags and twigs in 'Blair Witch Project.')

Hatchet is cliche-ridden, and freaking funny and fun as hell. The extras with this DVD are fun, too (which is amazing, since it's so rare to get DVD extras that actually are as good as the movie!)

Totally recommended for the 80s horror flick fan!"
710,5.0,"I walked away from the first viewing of this film with just about everyone else's reaction, WTF? After getting over what I thought the film should be and accepting what it was, I found that I needed a second time around to have an unbiased oppinion of the film.
 I loved this movie, I have found that as much as liked the 07 installment, I have to go with this one as the great denoument that really pushes the violence to the level that Michael needs to be at, unbound and raw, a souless killing machine, a sympathetic monster.
 Granted this movie is chuck full of continuity errors and annoying acting, but I for one came to see Michael do his thing and I got just that. The death scenes were the best I've seen so far, that first nurse's death made me feel both perspectives of a murder from the killer and victim perspective that it set my teeth on edge. Also let's not forget the great look and feel of a Halloween based Haddonfield that has not been topped in any Halloween film before, I'm still searching as to where I can find the giant evil pumpkin king decoration at the party scene.
 I think everyone's major problem with this as was mine at first is that this film is not what you expected from the series, like the original Halloween 3 it is a different film that really sets the essence of Halloween in full.
 One more thing, why the beard? Why the hair in the face in the last film? BECAUSE THESE ARE MASKS TOO! The shot of Tyler Mane's face when the little kid bumps into him on the street is freaking scary, he looks like a stone cold crazy very effectively.
 The bottom line is, see this film. If you didn't like it because it wasn't what you expected, see it again, you might be suprised at what you think about it after leaving your preconceptions at the door.
Hoping for a director's cut on Blu Ray and excited to see H3."
711,1.0,"Another Seagal film and another waste of my time! If the movie was 20 minutes long it would be one of the greatest action films of all time. I can't stand these low budget films, I hate how instead of giving us what we want we're subjected to seeing Seagal walk around talking and smiling for 90 minutes. If the man could act, if the script was well written, then it would be a different story. When we do get action, it's mostly body doubles. The only good thing about this film is the final shootout at the graveyard. It was done like a pro but they obviously put their entire budget into that and relied on the script and Steven for the rest. The movie is a failure and should be avoided.

I also saw Van Damme's new film The Shepherd which comes out the same day and it was freaking spectacular. It was filled with martial arts, high octane car chases and tons of action. Why can't Seagal give us that?"
712,4.0,"With Michaeal Gross, Chris Atkins and Greg Evigan.
This could be a sequel to Journey To The Center Of The Earth or a prequel ?
Maybe that's not fair,This is supposed to be a bigger film and has more success already on Sci-Fi Channel.
Great cast, Script has some true moments and plenty of special effects.
Michael Gross( from TREMORS) has some sparks with a character that is allowed to breathe life into a mad scientist role.
Greg Evigan(BJ & THE BEAR) I believe was filming two movies a t once, And is noticeably In/out Burger-ish.
Christopher Atkins(DALLAS) has fun scenes and the major love interest for one of few females along for the trek.
We are disheartened on two points-
 Griff Furst ,WHY WAS your name removed as director ?
The second, Saw these great behind the scenes on raptor and execution lacked, But T-REX was' freaking beacon of hope for kewl  visuals'.
Producers give more work to Stephen Blackehart , Geoff Meed  and Eric Spudic ,'Wow' gentlemen !"
713,5.0,"I don't understand how people are giving this less than five stars this is a great ppv and a great wrestlemania maybe the best

finlay and little horny vs jbl we start with the belfast brawl which was a pretty good hardcore match bad storyline but good opener it got me into the show they used a lot of hardcore toys and it was great until the finish which was pretty weak at least to me it was 4.5/5

mitb chris jericho vs shelton benjamin vs john morrison vs carito vs cm punk vs mvp vs mr kennedy this is the best mitb at least to me it is just awesome all the spots and it moved along perfectly but the best spots are morrison's moonsault with a ladder, benjamin's bump on the ladder, matt hardy comin in and his cutter off the ladder on mvp, carlito's back breaker of the ladder, the tower of doom off the ladder and morrison's bump on his crotch 5/5

umaga vs batista i was with the people in the front rows u u umaga u u umaga but of course this is the wwe and of course at wrestlemania because he lost last year batista had to have a win umaga beats him up the whole match and batista hits a spinebuster like always and then botched his sit out powerbomb which looked cool but at least he didn't kill our fatu 3/5

ecw championship kane vs chavo guerrero and off course i agree with everyone else o wait no i don't this is stupid it almost killed the whole show 1/5 for the good chokeslam

shawn michaels vs ric flair now thank god they had this match now it saved the show from dieing and it is the second best match of the card it is great some real good chops and some leg locks from both men and ric flair finally hits his diving cross body from the tope rope and also look right after hbk hit him with the superkick the last time he starts crying because he knew that this was the finish to his last match 5/5

maria and ashley vs beth phoenix and melina now i don't know what is so wrong with this match it is a pretty good womens match if you look at the playboy team it is there best match for both but not for wrestlemania 2.5/5

wwe chamipionship john cena vs hhh vs randy orton this is a pretty good match and a lot better than what i was thinking it was going to be but still felt like it could have been better but it was a little over ok and at least it wasn't main event 4/5

big show vs floyd mayweather it was so much better than i thought it would be and i find it very good fun to watch and i never got bored with the match but again a least mayweather didn't beat show cleanly like i thought he was going to be so that makes me feel better that paul didn't come back just to get buried right when he came back 4/5

world heavyweight championship undertaker vs edge o my freaking goodness this is one of the best wrestling matches i have ever seen they put on one heck of a show counter after counter and false finsh after false finish it is just one of the best matches i have ever seen and when i saw it for the first time to me it istantly became in my top ten best matches 5/5 and its a show stealer

76% which is a pretty good grade

the other match is a bad battle royal but the hof was really good this year so watch it also the best ppv for tna and wwe since bound for glory 2007 which is one of the best shows i have ever seen so if you don't have this or that buy them both great great shows"
714,1.0,"I just finished watching ""Inside"". I found it by googling French horror movies and someone recommended ""Inside"". I looked it up and it seemed to have gotten rave reviews so I decided to buy it. It's a story about a pregnant woman who gets into a car accident, she loses her husband but her baby is fine. She is depressed and generally mean. The night before she gives birth a strange woman appears at her house, and things get blood, gory, and violent.

That's basically the entire movie. It is pretty much a mindless gore fest with some artsy fartsy lightening and scenes at times.

Pacing: The pacing was very slow at the beginning, the opening credits were too long and nearly put me and everyone else to sleep. The beginning was also slow and sleep inducing. Only when the stranger appears that the movie begins to pick up and delivers on its promise of ""scary""

Scare rating: Not very high overall. 1 out of 10 and I'll give it a 3 or 4 for when the stranger first appears. The scenes were well done. However, after the stranger is in the house and things get gory the less scary the movie became.

Plot: The movie over all was kind of stupid, the characters did stupid things that just simply made the plot carry on but made no logical sense at all. The stranger drives a pair of scissors through the pregnant woman's hand and she doesn't scream at all despite the police being right downstairs?  One police officer doesn't bother to cuff her right away, he just stands there then lets her grab a weapon? The pregnant woman doesn't cooperates with the police that do arrive. i get it, she is traumatized but seriously she doesn't alert the police to her presence et al even when they are right at the door to get her. A police officer brings a perp into the house with him? wth. But nothing tops the random police offer turned ZOMBIE for no freaking reason!

The police never call for back up, and are pretty much funneled in to be killed.  They leave the pregnant woman alone to find a breaker box while the killer is nowhere to be seen yet all they have to do is escort the victim outside and put her in the police car! Oh yeah and call for back up! suddenly the victim goes to the front door and cannot not unlock it to leave, even though she is INSIDE the house and can just turn the freaking lock and go.

Everyone eventually started laughing at the silly over the topness of this movie and just wanted the pregnant woman to die already so this movie can end.

The only thing that kept us watching was to find out if the movie had any saving grace, it didn't. It's a mindless gore fest, parody like, and nothing more. if this movie was made in the U.S. It would get nothing but one and two star ratings and dismissed as a bad American horror movie with no plot."
715,3.0,"There were two movies that came out in 2008 which probably rank among the worst in history, this one and Punisher: War Zone.

This movie sucks.  You can pretty much ignore what every character says and just insert something you know from Lord of the Rings or Willow.  You'll be close enough that it won't matter.  Better yet, just watch it in German.  It is after all the director's native language.  As for the plot, again, just make up your own details from what you've read and seen.  You can see the formula revealed without much effort.

""But you gave it three stars, dip****!!""

Yes, and here's why.  This film is a monument to bad filmmaking, a milestone that may never be surpassed.  It's a clash of opposites though because it is an incredibly expensive, slick production.  I would call it one of the most well-made bad movies ever.  So much effort and expense went into casting, action sequences, choreography and special effects that it should have been good, but Boll made it awful, so awful that I had to keep watching to see how much more awful it was going to get.  Here's a quick breakdown:

Farmer's name is Farmer and he's hero Jason Statham (possibly the only good casting choice).

Farmer's friend is Ron Perlman who for some reason isn't cast as creepy bad guy.

Creepy bad guy is Ray Liotta, which doesn't make sense because he's got in Irish blood in him so he could never be a made man (It's Ray freaking Liotta in a freaking Fantasy movie, what can you say to that!?).

The role of Gandalf will be played by Gimli, son of Gloin.

The role of Arwen/Eowyn will be played by Leelee Sobieski, who is young, pretty and maybe talented, but honestly, the fact that she is in it at all should tell you it's a bad movie.  She may consider finding a new agent.

It's a fantasy movie and Burt Reynolds is in it.  Why?  Because they could, I guess.

Burt Reynolds's toadie is Matthew Lillard, which should be another tip-off that it will be a bad movie.

So the hero decides to be a hero, fights some nondescript bad guys, rallies more people to fight nondescript bad guys, then it all comes to a head and they all fight the one descript (well, if nondescript is a word...) Ray Liotta (Ray Liotta?? Seriously??).  Lots of fighting and dialogue reminiscent of Star Wars prequel trilogy (low blow, I realize that) ensue along the way.

In two words, it's heroicly bad.  If you are a real movie buff, you HAVE to see this movie just to see how bad it is.  It's as if you're watching bad film history unfold before your eyes.  That is the only reason I give it a positive rating, because for better or for worse (mostly worse), it's worth seeing."
716,5.0,"This is probably a 4-star movie at best, but I'm giving it extra because:

1) It's not gratuitous with violence or language, and has no sex
2) It doesn't waste my freaking time with superfluous footage, long intros, extensive backgrounds, dull dialogue or any other filler crap.
It gets to the point and gets it done.
3) As others mention, I love the ""Rashomon"" or ""Run Lola Run"" format
of different perspectives on the same event.

Sure, it's over the top in parts, extremely coincidental in others, or just plain unbeleivable at times, but it's a nice little family type thriller that pushes the pedal down and gives a good ride.  Hell, that's something that's hard to find at Blockbuster these days.  Props!"
717,4.0,"This Brittish horror comedy starts out as a botched kidnapping for the first half of the film. It starts with two brothers(David and Peter) kidnapping the daughter of a gangster and taking her to a cabin out in the woods. They ask for a ransom of 100 thousand which is brought to them by the girl's stepbrother(Andrew) who is also in on the kidnapping. However he failed to check the case the money was supposed to be in and realizes it was empty after reaching the cabin. Meanwhile the gangster was aware of the stepbrothers involvement and sends two asian hitmen after them. The first half of the film plays out more like a black comedy and a thriller. Peter is shown to be incompetent in his task and ends up getting his nose broken by the girl using a headbutt on him while being tied up. Peter also has a severe case of moth phobia shown through several humorous scenes of him freaking out in the presence of a moth. The stepbrother Andrew is shown to be a complete moron by not checking the suitcase for money and also buying himself a facemask that doesn't even cover his face.
David drives over to a nearby town to call the gangster and demand his money. While he is in town the first signs of a horror film start to show. The townsfolk act strangely around him and warn him about what happens to strangers in the area. David returns to the cabin to find only Andrew fainted with Peter and the girl gone. At this point it would look like the two hitmen were responsible but are later shown to be only a red-herring as a body with a slit-throat of one of them is found. David and Andrew and Peter and the girl each encounter the real killer of the film, a deformed backwoods farmer that stalks them for the rest of the film. The plot twist in the middle of this film can be compared to ""From Dusk Till Dawn"" with a hostage thriller quickly turning to a vampire film except in this it quickly turns into a hillibilly slasher type film.
While this no ""Dead Alive"" as far as blood and gore there are some good bloody kills in the movie and the gore level rises a lot in the second half. A difference this film has from other backwoods slasher films like ""Wrong Turn"" and ""The Hills Have Eyes"" is that the killer didn't become the way he is from inbreeding or radiation like in the other films. The Farmer was deformed in a machine accident that ended up disfiguring his face. The idea of a a backwoodsman going on a killing spree isn't exactly otiginal but this movie is different enough from the usual to not make it tired or cliche. Overall this is a fun and entertaining horror comedy film that is recommended for fans of horror comedies, British horror, or horror films in general."
